Kanjidic2 Heisig CSV header  3007 Heisig rows and max 12 meanings from first 12,155 entries (max 14 meanings)
String,String,String,String,String,String,String,String,String,String,String,String,String,String,String,String
勃,,52C3,2858,suddenness,rise,,,,,,,,,, 
没,1823,6CA1,707,drown,sink,hide,fall into,disappear,die,,,,,, 
殆,,6B86,2871,almost,quite,really,,,,,,,,, 
堀,1824,5800,1062,ditch,moat,canal,,,,,,,,, 
幌,,5E4C,410,canopy,awning,hood,curtain,,,,,,,, 
奔,1825,5954,1196,run,bustle,,,,,,,,,, 
本,70,672C,211,book,present,main,origin,true,real,counter for long cylindrical things,,,,, 
翻,1826,7FFB,1911,flip,turn over,wave,flutter,change (mind),,,,,,, 
凡,1827,51E1,62,mediocre,,,,,,,,,,, 
盆,1828,76C6,1449,basin,lantern festival,tray,,,,,,,,, 
摩,1830,6469,639,chafe,rub,polish,grind,scrape,,,,,,, 
磨,1831,78E8,594,grind,polish,scour,improve,brush (teeth),,,,,,, 
魔,1832,9B54,2022,witch,demon,evil spirit,,,,,,,,, 
麻,1829,9EBB,593,hemp,flax,,,,,,,,,, 
埋,1833,57CB,179,bury,be filled up,embedded,,,,,,,,, 
妹,207,59B9,220,younger sister,,,,,,,,,,, 
昧,,6627,2445,dark,foolish,,,,,,,,,, 
枚,976,679A,332,sheet of...,counter for flat thin objects or sheets,,,,,,,,,, 
毎,206,6BCE,458,every,,,,,,,,,,, 
哩,,54E9,2950,mile,,,,,,,,,,, 
槙,,69D9,2492,twig,ornamental evergreen,,,,,,,,,, 
幕,977,5E55,409,curtain,bunting,act of play,,,,,,,,, 
膜,1834,819C,233,membrane,,,,,,,,,,, 
枕,,6795,2472,pillow,,,,,,,,,,, 
鮪,,9BAA,2816,tuna,,,,,,,,,,, 
柾,,67FE,2489,straight grain,spindle tree,(kokuji),,,,,,,,, 
鱒,,9C52,2814,salmon trout,,,,,,,,,,, 
俣,,4FE3,2127,crotch,thigh,groin,(kokuji),,,,,,,, 
又,1835,53C8,696,or again,furthermore,on the other hand,,,,,,,,, 
抹,1836,62B9,644,rub,paint,erase,,,,,,,,, 
末,587,672B,217,end,close,tip,powder,posterity,,,,,,, 
沫,,6CAB,218,splash,suds,,,,,,,,,, 
迄,,8FC4,2421,until,up to,as far as,to the extent,,,,,,,, 
侭,,4FAD,2125,as it is,because,,,,,,,,,, 
繭,1223,7E6D,1880,cocoon,,,,,,,,,,, 
麿,,9EBF,2894,I,you,(kokuji),,,,,,,,, 
万,392,4E07,64,ten thousand,10,000,,,,,,,,,, 
慢,1837,6162,829,ridicule,laziness,,,,,,,,,, 
満,588,6E80,1169,full,fullness,enough,satisfy,,,,,,,, 
漫,1838,6F2B,830,cartoon,involuntarily,in spite of oneself,corrupt,,,,,,,, 
蔓,,8513,2359,vine,tendril,influence,connections,good offices,spread,sprawl,thrive,rampant,powerful,, 
味,393,5473,219,flavor,taste,,,,,,,,,, 
未,794,672A,216,un-,not yet,hitherto,still,even now,sign of the ram,1-3PM,eighth sign of Chinese zodiac,,,, 
魅,1839,9B45,2023,fascination,charm,bewitch,,,,,,,,, 
巳,,5DF3,2042,sign of the snake or serpent,9-11AM,sixth sign of Chinese zodiac,,,,,,,,, 
箕,,7B95,2643,winnowing,,,,,,,,,,, 
岬,1840,5CAC,1115,headland,cape,spit,promontory,,,,,,,, 
密,978,5BC6,775,secrecy,density (pop),minuteness,carefulness,,,,,,,, 
蜜,,871C,776,honey,nectar,molasses,,,,,,,,, 
湊,,6E4A,2309,port,harbor,,,,,,,,,, 
蓑,,84D1,2354,straw raincoat,,,,,,,,,,, 
稔,,7A14,2607,harvest,ripen,,,,,,,,,, 
脈,589,8108,1856,vein,pulse,hope,,,,,,,,, 
妙,1841,5999,123,exquisite,strange,queer,mystery,miracle,excellent,delicate,charming,,,, 
粍,,7C8D,2948,millimeter,(kokuji),,,,,,,,,, 
民,590,6C11,1834,people,nation,subjects,,,,,,,,, 
眠,1842,7720,1835,sleep,die,sleepy,,,,,,,,, 
務,795,52D9,1227,task,duties,,,,,,,,,, 
夢,1844,5922,305,dream,vision,illusion,,,,,,,,, 
無,796,7121,1775,nothingness,none,ain't,nothing,nil,not,,,,,, 
牟,,725F,2961,pupil (eye),moo (cow sound),,,,,,,,,, 
矛,1843,77DB,1225,halberd,arms,festival float,,,,,,,,, 
霧,1845,9727,1228,fog,mist,,,,,,,,,, 
鵡,,9D61,2831,cockatoo,,,,,,,,,,, 
椋,,690B,2474,type of deciduous tree,grey starling,,,,,,,,,, 
婿,1477,5A7F,395,bridegroom,son-in-law,,,,,,,,,, 
娘,1846,5A18,1471,daughter,girl,,,,,,,,,, 
冥,,51A5,2841,dark,,,,,,,,,,, 
名,71,540D,112,name,noted,distinguished,reputation,,,,,,,, 
命,394,547D,1400,fate,command,decree,destiny,life,appoint,,,,,, 
明,208,660E,20,bright,light,,,,,,,,,, 
盟,979,76DF,1450,alliance,oath,,,,,,,,,, 
迷,797,8FF7,924,astray,be perplexed,in doubt,lost,err,illusion,,,,,, 
銘,1847,9298,275,inscription,signature (of artisan),,,,,,,,,, 
鳴,209,9CF4,1942,chirp,cry,bark,sound,ring,echo,honk,,,,, 
姪,,59EA,2201,niece,,,,,,,,,,, 
牝,,725D,2551,female,,,,,,,,,,, 
滅,1848,6EC5,365,destroy,ruin,overthrow,perish,,,,,,,, 
免,1849,514D,1972,excuse,dismissal,,,,,,,,,, 
棉,,68C9,2512,cotton,,,,,,,,,,, 
綿,798,7DBF,1367,cotton,,,,,,,,,,, 
面,395,9762,1892,mask,face,features,surface,,,,,,,, 
麺,,9EBA,2752,noodles,wheat flour,,,,,,,,,, 
模,980,6A21,229,imitation,copy,mock,,,,,,,,, 
茂,1850,8302,360,overgrown,grow thick,be luxuriant,,,,,,,,, 
妄,1851,5984,487,delusion,unnecessarily,without authority,reckless,,,,,,,, 
孟,,5B5F,2872,chief,beginning,,,,,,,,,, 
毛,210,6BDB,1913,fur,hair,feather,down,,,,,,,, 
猛,1854,731B,1456,fierce,rave,rush,become furious,wildness,strength,,,,,, 
盲,1852,76F2,486,blind,blind man,ignoramus,,,,,,,,, 
網,1855,7DB2,1373,netting,network,,,,,,,,,, 
耗,1853,8017,1914,decrease,,,,,,,,,,, 
蒙,,8499,2384,ignorance,darkness,get,receive,be subjected to,sustain,Mongolia,,,,, 
儲,,5132,2118,be profitable,yield profit,,,,,,,,,, 
木,69,6728,195,tree,wood,,,,,,,,,, 
黙,1856,9ED9,240,silence,become silent,stop speaking,leave as is,,,,,,,, 
目,72,76EE,15,eye,class,look,insight,experience,care,favor,,,,, 
勿,,52FF,1049,not,must not,do not,be not,,,,,,,, 
餅,,9905,2802,mochi rice cake,,,,,,,,,,, 
尤,,5C24,2087,reasonable,just,natural,superb,outstanding,plausible,,,,,, 
戻,1920,623B,1081,re-,return,revert,resume,restore,go backwards,,,,,, 
籾,,7C7E,2651,unhulled rice,(kokuji),,,,,,,,,, 
貰,,8CB0,2737,get,have,obtain,,,,,,,,, 
問,396,554F,1617,question,ask,problem,,,,,,,,, 
悶,,60B6,2775,be in agony,worry,,,,,,,,,, 
紋,1857,7D0B,1727,family crest,figures,,,,,,,,,, 
門,211,9580,1616,gate,counter for cannons,,,,,,,,,, 
匁,1858,5301,1027,monme,3.75 grams,(kokuji),,,,,,,,, 
也,,4E5F,2094,to be (classical),,,,,,,,,,, 
冶,,51B6,2137,melting,smelting,,,,,,,,,, 
夜,212,591C,1037,night,evening,,,,,,,,,, 
爺,,723A,2334,old man,grampa,,,,,,,,,, 
耶,,8036,2680,question mark,,,,,,,,,,, 
野,213,91CE,1596,plains,field,rustic,civilian life,,,,,,,, 
弥,,5F25,2241,all the more,increasingly,,,,,,,,,, 
矢,981,77E2,1220,dart,arrow,,,,,,,,,, 
厄,1859,5384,1415,unlucky,misfortune,bad luck,disaster,,,,,,,, 
役,397,5F79,884,duty,war,campaign,drafted labor,office,service,role,,,,, 
約,591,7D04,1362,promise,approximately,shrink,,,,,,,,, 
薬,398,85AC,1736,medicine,chemical,enamel,gunpowder,benefit,,,,,,, 
訳,982,8A33,1073,translate,reason,circumstance,case,,,,,,,, 
躍,1860,8E8D,1285,leap,dance,skip,,,,,,,,, 
靖,,9756,2621,peaceful,,,,,,,,,,, 
柳,1898,67F3,1421,willow,,,,,,,,,,, 
薮,,85AE,2403,thicket,bush,underbrush,grove,,,,,,,, 
鑓,,9453,2767,spear,javelin,(kokuji),,,,,,,,, 
愉,1861,6109,628,pleasure,happy,rejoice,,,,,,,,, 
愈,,6108,2433,be superior,heal,more and more,increasingly,finally,beyond doubt,,,,,, 
油,400,6CB9,1107,oil,fat,,,,,,,,,, 
癒,1863,7652,2037,healing,cure,quench (thirst),wreak,,,,,,,, 
諭,1862,8AED,352,rebuke,admonish,charge,warn,persuade,,,,,,, 
輸,799,8F38,289,transport,send,be inferior,,,,,,,,, 
唯,1864,552F,556,solely,only,merely,simply,,,,,,,, 
佑,,4F51,2126,help,assist,,,,,,,,,, 
優,984,512A,993,tenderness,excel,surpass,actor,superiority,gentleness,,,,,, 
勇,592,52C7,1407,courage,cheer up,be in high spirits,bravery,heroism,,,,,,, 
友,214,53CB,704,friend,,,,,,,,,,, 
宥,,5BA5,2210,soothe,calm,pacify,,,,,,,,, 
幽,1865,5E7D,1380,seclude,confine to a room,deep,profound,secluded,faint,dark,tranquil,calm,,, 
悠,1866,60A0,958,permanence,distant,long time,leisure,,,,,,,, 
憂,1871,6182,616,melancholy,grieve,lament,be anxious,sad,unhappy,,,,,, 
揖,,63D6,2263,bow with arms folded,come together,assemble,,,,,,,,, 
有,401,6709,79,possess,have,exist,happen,occur,approx,,,,,, 
柚,,67DA,2486,citron,,,,,,,,,,, 
湧,,6E67,2284,boil,ferment,seethe,uproar,breed,,,,,,, 
猶,1867,7336,1438,furthermore,still,yet,,,,,,,,, 
由,399,7531,1105,wherefore,a reason,,,,,,,,,, 
祐,,7950,2599,help,,,,,,,,,,, 
裕,1868,88D5,793,abundant,rich,fertile,,,,,,,,, 
誘,1870,8A98,916,entice,lead,tempt,invite,ask,call for,seduce,allure,,,, 
遊,402,904A,1047,play,,,,,,,,,,, 
邑,,9091,2180,village,rural community,right village radical (no. 163),,,,,,,,, 
郵,983,90F5,1847,mail,stagecoach stop,,,,,,,,,, 
雄,1869,96C4,743,masculine,male,hero,leader,superiority,excellence,,,,,, 
融,1872,878D,1044,dissolve,melt,,,,,,,,,, 
夕,44,5915,109,evening,,,,,,,,,,, 
予,403,4E88,1593,beforehand,previous,myself,I,,,,,,,, 
余,800,4F59,1657,too much,myself,surplus,other,remainder,,,,,,, 
与,1873,4E0E,1246,bestow,participate in,give,award,impart,provide,cause,gift,godsend,,, 
誉,1874,8A89,1939,reputation,praise,honor,glory,,,,,,,, 
輿,,8F3F,2860,palanquin,bier,,,,,,,,,, 
預,801,9810,1595,deposit,custody,leave with,entrust to,,,,,,,, 
傭,,50AD,2128,employ,hire,,,,,,,,,, 
幼,985,5E7C,1378,infancy,childhood,,,,,,,,,, 
妖,,5996,2078,attractive,bewitching,calamity,,,,,,,,, 
容,802,5BB9,790,contain,form,looks,,,,,,,,, 
庸,1875,5EB8,1182,commonplace,ordinary,employment,,,,,,,,, 
揚,1876,63DA,664,hoist,fry in deep fat,,,,,,,,,, 
揺,1877,63FA,1967,swing,shake,sway,rock,tremble,vibrate,,,,,, 
擁,1882,64C1,1387,hug,embrace,possess,protect,lead,,,,,,, 
曜,216,66DC,576,weekday,,,,,,,,,,, 
楊,,694A,2473,willow,,,,,,,,,,, 
様,407,69D8,933,Esq.,way,manner,situation,polite suffix,,,,,,, 
洋,404,6D0B,549,ocean,western style,,,,,,,,,, 
溶,1878,6EB6,791,melt,dissolve,thaw,,,,,,,,, 
熔,,7194,2547,fuse,melt,,,,,,,,,, 
用,215,7528,1181,utilize,business,service,use,employ,,,,,,, 
窯,1881,7AAF,1325,kiln,oven,furnace,,,,,,,,, 
羊,986,7F8A,547,sheep,,,,,,,,,,, 
耀,,8000,2880,shine,sparkle,gleam,twinkle,,,,,,,, 
葉,405,8449,228,leaf,plane,lobe,needle,blade,spear,counter for flat things,fragment,piece,,, 
蓉,,84C9,2362,lotus,,,,,,,,,,, 
要,593,8981,1604,need,main point,essence,pivot,key to,,,,,,, 
謡,1883,8B21,1968,noh chanting,,,,,,,,,,, 
踊,1880,8E0A,1409,jump,dance,leap,skip,,,,,,,, 
遥,,9065,2418,far off,distant,long ago,,,,,,,,, 
陽,406,967D,1300,sunshine,yang principle,positive,male,heaven,daytime,,,,,, 
養,594,990A,1479,foster,bring up,rear,develop,nurture,,,,,,, 
慾,,617E,2984,covetousness,greed,passion,desire,craving,,,,,,, 
抑,1884,6291,1700,repress,well,now,in the first place,push,shove,press,seal,do in spite of,,, 
欲,987,6B32,792,longing,covetousness,greed,passion,desire,craving,,,,,, 
沃,,6C83,2079,fertility,,,,,,,,,,, 
浴,595,6D74,789,bathe,be favored with,bask in,,,,,,,,, 
翌,988,7FCC,575,the following,next,,,,,,,,,, 
翼,1885,7FFC,1798,wing,plane,flank,,,,,,,,, 
淀,,6DC0,2330,pool,eddy,,,,,,,,,, 
羅,1887,7F85,1342,gauze,thin silk,Rome,,,,,,,,, 
螺,,87BA,2691,small, edible, helical fresh-water mollusk,,,,,,,,,,, 
裸,1886,88F8,1124,naked,nude,uncovered,partially clothed,,,,,,,, 
来,217,6765,1884,come,due,next,cause,become,,,,,,, 
頼,1889,983C,1665,trust,request,,,,,,,,,, 
雷,1888,96F7,425,thunder,lightning bolt,,,,,,,,,, 
洛,,6D1B,2302,Kyoto,the capital,,,,,,,,,, 
絡,1890,7D61,1350,entwine,coil around,get caught in,,,,,,,,, 
落,408,843D,299,fall,drop,come down,,,,,,,,, 
酪,1891,916A,1433,dairy products,whey,broth,fruit juice,,,,,,,, 
乱,989,4E71,72,riot,war,disorder,disturb,,,,,,,, 
卵,990,5375,1422,egg,ovum,spawn,roe,,,,,,,, 
嵐,,5D50,777,storm,tempest,,,,,,,,,, 
欄,1893,6B04,1628,column,handrail,blank,space,,,,,,,, 
濫,1892,6FEB,1454,excessive,overflow,spread out,,,,,,,,, 
藍,,85CD,2371,indigo,,,,,,,,,,, 
蘭,,862D,2363,orchid,Holland,,,,,,,,,, 
覧,991,89A7,855,perusal,see,,,,,,,,,, 
利,596,5229,906,profit,advantage,benefit,,,,,,,,, 
吏,1894,540F,693,officer,an official,,,,,,,,,, 
履,1896,5C65,1057,footgear,shoes,boots,put on (the feet),,,,,,,, 
李,,674E,2511,plum,,,,,,,,,,, 
梨,,68A8,907,pear tree,,,,,,,,,,, 
理,220,7406,265,logic,arrangement,reason,justice,truth,,,,,,, 
璃,,7483,2048,glassy,lapis lazuli,,,,,,,,,, 
痢,1895,75E2,1687,diarrhea,,,,,,,,,,, 
裏,992,88CF,399,back,amidst,in,reverse,inside,palm,sole,rear,lining,wrong side,, 
裡,,88E1,2973,reverse,inside,palm,sole,rear,lining,wrong side,,,,, 
里,219,91CC,173,ri,village,parent's home,league,,,,,,,, 
離,1897,96E2,1492,detach,separation,disjoin,digress,,,,,,,, 
陸,597,9678,1513,land,six,,,,,,,,,, 
律,993,5F8B,874,rhythm,law,regulation,gauge,control,,,,,,, 
率,803,7387,1737,ratio,rate,proportion,%,coefficient,factor,,,,,, 
立,73,7ACB,431,stand up,rise,set up,erect,,,,,,,, 
掠,,63A0,2247,pillage,rob,graze,skim,sweep over,cheat,hint,,,,, 
略,804,7565,293,abbreviation,omission,outline,shorten,capture,plunder,,,,,, 
劉,,5289,2143,weapon of war,logging axe,kill en masse,peeling (paint off a wall, etc),sparse,faded,,,,,, 
流,409,6D41,764,current,a sink,flow,forfeit,,,,,,,, 
溜,,6E9C,2324,collect,gather,be in arrears,,,,,,,,, 
琉,,7409,2557,precious stone,gem,lapis lazuli,,,,,,,,, 
留,805,7559,1423,detain,fasten,halt,stop,,,,,,,, 
硫,1902,786B,763,sulphur,,,,,,,,,,, 
粒,1900,7C92,922,grains,drop,counter for tiny particles,,,,,,,,, 
隆,1901,9686,1561,hump,high,noble,prosperity,,,,,,,, 
竜,1899,7ADC,536,dragon,imperial,,,,,,,,,, 
龍,,9F8D,2981,dragon,imperial,,,,,,,,,, 
侶,,4FB6,2121,companion,follower,,,,,,,,,, 
慮,1904,616E,1996,prudence,thought,concern,consider,deliberate,fear,,,,,, 
旅,410,65C5,1048,trip,travel,,,,,,,,,, 
虜,1903,865C,1991,captive,barbarian,low epithet for the enemy,,,,,,,,, 
了,1905,4E86,97,complete,finish,,,,,,,,,, 
亮,,4EAE,2920,clear,help,,,,,,,,,, 
僚,1909,50DA,1707,colleague,official,companion,,,,,,,,, 
両,411,4E21,1168,both,old Japanese coin,counter for carriages (e.g., in a train),two,,,,,,,, 
凌,,51CC,2136,endure,keep (rain)out,stave off,tide over,defy,slight,surpass,,,,, 
寮,1910,5BEE,1708,dormitory,hostel,villa,tea pavillion,,,,,,,, 
料,599,6599,1178,fee,materials,,,,,,,,,, 
梁,,6881,2299,weir,fish trap,beam,girder,,,,,,,, 
涼,1906,6DBC,313,refreshing,nice and cool,,,,,,,,,, 
猟,1907,731F,1940,game-hunting,shooting,game,bag,,,,,,,, 
療,1911,7642,1709,heal,cure,,,,,,,,,, 
瞭,,77AD,2582,clear,,,,,,,,,,, 
稜,,7A1C,2610,angle,edge,corner,power,majesty,,,,,,, 
糧,1912,7CE7,926,provisions,food,bread,,,,,,,,, 
良,598,826F,1468,good,pleasing,skilled,,,,,,,,, 
諒,,8AD2,2710,fact,reality,understand,appreciate,,,,,,,, 
遼,,907C,2419,distant,,,,,,,,,,, 
量,600,91CF,177,quantity,measure,weight,amount,consider,estimate,surmise,,,,, 
陵,1908,9675,1518,mausoleum,imperial tomb,,,,,,,,,, 
領,806,9818,1405,jurisdiction,dominion,territory,fief,reign,,,,,,, 
力,74,529B,858,power,strength,strong,strain,bear up,exert,,,,,, 
緑,412,7DD1,1371,green,,,,,,,,,,, 
倫,1914,502B,1821,ethics,companion,,,,,,,,,, 
厘,1913,5398,178,rin,1/10sen,1/10bu,,,,,,,,, 
林,75,6797,196,grove,forest,,,,,,,,,, 
淋,,6DCB,2310,lonely,deserted,,,,,,,,,, 
燐,,71D0,2052,phosphorus,,,,,,,,,,, 
琳,,7433,2554,jewel,tinkling of jewelry,,,,,,,,,, 
臨,994,81E8,854,look to,face,meet,confront,attend,call on,,,,,, 
輪,601,8F2A,1822,wheel,ring,circle,link,loop,counter for wheels and flowers,,,,,, 
隣,1915,96A3,1311,neighboring,,,,,,,,,,, 
鱗,,9C57,2054,scales (fish),,,,,,,,,,, 
麟,,9E9F,2053,Chinese unicorn,genius,giraffe,bright,shining,,,,,,, 
瑠,,7460,2555,lapis lazuli,,,,,,,,,,, 
塁,1918,5841,1734,bases,fort,rampart,walls,base(ball),,,,,,, 
涙,1916,6D99,1082,tears,sympathy,,,,,,,,,, 
累,1917,7D2F,1364,accumulate,involvement,trouble,tie up,continually,,,,,,, 
類,602,985E,931,sort,kind,variety,class,genus,,,,,,, 
令,603,4EE4,1401,orders,ancient laws,command,decree,,,,,,,, 
伶,,4F36,2112,actor,,,,,,,,,,, 
例,605,4F8B,972,example,custom,usage,precedent,,,,,,,, 
冷,604,51B7,1404,cool,cold (beer, person),chill,,,,,,,,, 
励,1919,52B1,866,encourage,be diligent,inspire,,,,,,,,, 
嶺,,5DBA,2228,peak,summit,,,,,,,,,, 
怜,,601C,2278,wise,,,,,,,,,,, 
玲,,73B2,2568,sound of jewels,,,,,,,,,,, 
礼,413,793C,1087,salute,bow,ceremony,thanks,remuneration,,,,,,, 
苓,,82D3,2382,plant,herb,mushroom,,,,,,,,, 
鈴,1921,9234,1406,small bell,buzzer,,,,,,,,,, 
隷,1924,96B7,2036,slave,servant,prisoner,criminal,follower,,,,,,, 
零,1922,96F6,1402,zero,spill,overflow,nothing,cipher,,,,,,, 
霊,1923,970A,1791,spirits,soul,,,,,,,,,, 
麗,1926,9E97,2002,lovely,beautiful,graceful,resplendent,,,,,,,, 
齢,1925,9F62,1403,age,,,,,,,,,,, 
暦,1927,66A6,213,calendar,almanac,,,,,,,,,, 
歴,606,6B74,376,curriculum,continuation,passage of time,,,,,,,,, 
列,414,5217,812,file,row,rank,tier,column,,,,,,, 
劣,1928,52A3,862,inferiority,be inferior to,be worse,,,,,,,,, 
烈,1929,70C8,814,ardent,violent,vehement,furious,severe,extreme,,,,,, 
裂,1930,88C2,813,split,rend,tear,,,,,,,,, 
廉,1932,5EC9,1601,bargain,reason,charge,suspicion,point,account,purity,honest,low price,cheap,rested,contented 
恋,1931,604B,1748,romance,in love,yearn for,miss,darling,,,,,,, 
憐,,6190,2051,pity,have mercy,sympathise,compassion,,,,,,,, 
煉,,7149,2542,refine metals,kneading over fire,,,,,,,,,, 
簾,,7C3E,2630,bamboo screen,rattan blind,,,,,,,,,, 
練,608,7DF4,1343,practice,gloss,train,drill,polish,refine,,,,,, 
聯,,806F,2676,party,gang,clique,,,,,,,,, 
蓮,,84EE,2360,lotus,,,,,,,,,,, 
連,607,9023,287,take along,lead,join,connect,party,gang,clique,,,,, 
錬,1933,932C,2030,tempering,refine,drill,train,polish,,,,,,, 
呂,,5442,24,spine,backbone,,,,,,,,,, 
櫓,,6AD3,2508,oar,tower,,,,,,,,,, 
炉,1934,7089,1080,hearth,furnace,kiln,reactor,,,,,,,, 
賂,,8CC2,2738,bribe,,,,,,,,,,, 
路,415,8DEF,1282,path,route,road,distance,,,,,,,, 
露,1935,9732,1283,dew,tears,expose,Russia,,,,,,,, 
労,610,52B4,860,labor,thank for,reward for,toil,trouble,,,,,,, 
廊,1938,5ECA,1852,corridor,hall,tower,,,,,,,,, 
弄,,5F04,2558,play with,tamper,trifle with,,,,,,,,, 
朗,995,6717,1469,melodious,clear,bright,serene,cheerful,,,,,,, 
楼,1939,697C,930,watchtower,lookout,high building,,,,,,,,, 
浪,1937,6D6A,1470,wandering,waves,billows,,,,,,,,, 
漏,1940,6F0F,1068,leak,escape,time,,,,,,,,, 
牢,,7262,2213,prison,jail,hardness,,,,,,,,, 
狼,,72FC,2339,wolf,,,,,,,,,,, 
篭,,7BED,2638,seclude oneself,cage,coop,implied,,,,,,,, 
老,609,8001,1251,old man,old age,grow old,,,,,,,,, 
聾,,807E,2983,deafness,deaf person,deafen,,,,,,,,, 
蝋,,874B,2688,wax,,,,,,,,,,, 
郎,1936,90CE,1851,son,counter for sons,,,,,,,,,, 
六,76,516D,6,six,,,,,,,,,,, 
麓,,9E93,2839,foot of a mountain,,,,,,,,,,, 
禄,,7984,2602,fief,allowance,pension,grant,happiness,,,,,,, 
肋,,808B,2463,rib,,,,,,,,,,, 
録,611,9332,1144,record,,,,,,,,,,, 
論,996,8AD6,1820,argument,discourse,,,,,,,,,, 
倭,,502D,2106,Yamato,ancient Japan,,,,,,,,,, 
和,416,548C,897,harmony,Japanese style,peace,soften,Japan,,,,,,, 
話,221,8A71,344,tale,talk,,,,,,,,,, 
歪,,6B6A,2862,warp,bend,strained,distort,,,,,,,, 
賄,1941,8CC4,80,bribe,board,supply,finance,,,,,,,, 
脇,,8107,870,armpit,the other way,another place,flank,supporting role,,,,,,, 
惑,1942,60D1,614,beguile,delusion,perplexity,,,,,,,,, 
枠,1943,67A0,200,frame,framework,spindle,spool,bounding-box,(kokuji),,,,,, 
鷲,,9DF2,2834,eagle,,,,,,,,,,, 
亙,,4E99,2985,range,reach,extend,cover,,,,,,,, 
亘,,4E98,32,span,request,,,,,,,,,, 
鰐,,9C10,2824,alligator,crocodile,,,,,,,,,, 
詫,,8A6B,2721,apologize,,,,,,,,,,, 
藁,,85C1,2400,straw,,,,,,,,,,, 
蕨,,8568,2405,bracken,fernbrake,,,,,,,,,, 
椀,,6900,2487,wooden or lacquered bowl,,,,,,,,,,, 
湾,1944,6E7E,1749,gulf,bay,inlet,,,,,,,,, 
碗,,7897,2591,porcelain bowl,tea cup,,,,,,,,,, 
腕,1945,8155,1418,arm,ability,talent,,,,,,,,, 
丼,,4E3C,2884,bowl,bowl of food,,,,,,,,,, 
仄,,4EC4,2153,be seen dimly,suggest,intimate,faint,stupid,hint,,,,,, 
侑,,4F91,3002,urge to eat,,,,,,,,,,, 
倅,,5005,2131,son,my son,,,,,,,,,, 
做,,505A,2132,make,,,,,,,,,,, 
凛,,51DB,2138,cold,,,,,,,,,,, 
刹,,5239,2144,temple,,,,,,,,,,, 
剪,,526A,2941,clip,snip,cut,,,,,,,,, 
勁,,52C1,2990,strong,,,,,,,,,,, 
匕,,5315,444,spoon,spoon or katakana hi radical (no. 21),,,,,,,,,, 
厖,,5396,2089,large,mix,,,,,,,,,, 
曼,,66FC,2100,wide,beautiful,,,,,,,,,, 
呎,,544E,2953,foot,,,,,,,,,,, 
咎,,548E,2156,blame,censure,reprimand,,,,,,,,, 
嘔,,5614,2999,vomit,nauseated,,,,,,,,,, 
嘲,,5632,2155,ridicule,insult,,,,,,,,,, 
囁,,56C1,2157,whisper,murmur,,,,,,,,,, 
國,,570B,2988,country,,,,,,,,,,, 
毀,,6BC0,2067,break,destroy,censure,be chipped,be scratched,be broken,be ruined,,,,, 
壽,,58FD,2995,longevity,congratulations,,,,,,,,,, 
夥,,5925,2943,immense,tremendous,,,,,,,,,, 
奎,,594E,2932,star,god of literature,,,,,,,,,, 
婉,,5A49,2197,graceful,,,,,,,,,,, 
婢,,5A62,2196,maidservant,,,,,,,,,,, 
嬌,,5B0C,430,attractive,,,,,,,,,,, 
孕,,5B55,2208,become pregnant,,,,,,,,,,, 
屁,,5C41,2218,fart,passing gas,,,,,,,,,, 
屏,,5C4F,2223,wall,fence,,,,,,,,,, 
崚,,5D1A,2225,towering in a row,,,,,,,,,,, 
嵌,,5D4C,2229,go into,plunge,inlay,,,,,,,,, 
嶽,,5DBD,2987,peak,,,,,,,,,,, 
巫,,5DEB,2930,sorcerer,medium,shrine maiden,,,,,,,,, 
已,,5DF2,2937,stop,halt,previously,already,long ago,,,,,,, 
幟,,5E5F,2233,flag,banner,streamer,,,,,,,,, 
彗,,5F57,2850,comet,,,,,,,,,,, 
彙,,5F59,2997,same kind,,,,,,,,,,, 
悛,,609B,2059,amend,,,,,,,,,,, 
憑,,6191,2428,depend,rely,evidence,proof,according to,possess,haunt,,,,, 
懺,,61FA,2083,regret,repent,confess sins,,,,,,,,, 
截,,622A,2703,cut off,sever,,,,,,,,,, 
抉,,6289,2274,gouge,hollow out,bore,pry,,,,,,,, 
掟,,639F,3007,law,commandments,regulations,,,,,,,,, 
旱,,65F1,2441,drought,dry weather,,,,,,,,,, 
昴,,6634,2435,the Pleiades,,,,,,,,,,, 
晏,,664F,2442,late,quiet,sets (sun),,,,,,,,, 
晨,,6668,2443,morning,early,,,,,,,,,, 
晟,,665F,2438,clear,,,,,,,,,,, 
暈,,6688,2439,halo,corona,fade,,,,,,,,, 
暉,,6689,2440,shine,light,,,,,,,,,, 
暝,,669D,2843,dark,,,,,,,,,,, 
曖,,66D6,2437,dark,not clear,,,,,,,,,, 
曰,,66F0,578,say,reason,pretext,history,past,flat sun radical (no. 73),,,,,, 
檜,,6A9C,2964,Japanese cypress,,,,,,,,,,, 
栞,,681E,2523,bookmark,guidebook,,,,,,,,,, 
梟,,689F,2837,owl,expose,,,,,,,,,, 
梵,,68B5,2954,Sanskrit,purity,Buddhist,,,,,,,,, 
棘,,68D8,2938,thorn,splinter,spine,biting words,briers,,,,,,, 
椰,,6930,2524,coconut tree,,,,,,,,,,, 
槃,,69C3,2522,tub,,,,,,,,,,, 
樒,,6A12,2532,tree whose branches are placed on Buddhist graves,,,,,,,,,,, 
橇,,6A47,2521,sled,sleigh,snowshoes,,,,,,,,, 
